REF_DATE,GEO,DGUID,Commodity,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,longitude,latitude
1999-08,Manitoba,2016A000246,Cottage cheese,Tonnes,288,units ,0,v382750,8.13,,x,,,0,-95.0,54.0
1999-08,Saskatchewan,2016A000247,Cheddar cheese,Tonnes,288,units ,0,v382654,9.1,0.0,,,,0,-106.0,54.0
1999-08,Saskatchewan,2016A000247,"Ice cream, total",Kilolitres,195,units ,0,v382717,9.3,,x,,,0,-106.0,54.0
1999-08,Saskatchewan,2016A000247,Hard ice cream,Kilolitres,195,units ,0,v382718,9.4,,x,,,0,-106.0,54.0
1999-08,Saskatchewan,2016A000247,Soft ice cream,Kilolitres,195,units ,0,v382719,9.5,,x,,,0,-106.0,54.0
1999-08,Saskatchewan,2016A000247,Ice cream mix,Kilolitres,195,units ,0,v382669,9.6,,x,,,0,-106.0,54.0
1999-08,Alberta,2016A000248,Cheddar cheese,Tonnes,288,units ,0,v382655,10.1,,x,,,0,-115.0,54.0
1999-08,Alberta,2016A000248,Speciality cheese,Tonnes,288,units ,0,v382660,10.2,479.0,,,,0,-115.0,54.0
1999-08,Alberta,2016A000248,"Ice cream, total",Kilolitres,195,units ,0,v382720,10.3,6528.0,,,,0,-115.0,54.0
1999-08,Alberta,2016A000248,Hard ice cream,Kilolitres,195,units ,0,v382721,10.4,,x,,,0,-115.0,54.0
1999-08,Alberta,2016A000248,Soft ice cream,Kilolitres,195,units ,0,v382722,10.5,,x,,,0,-115.0,54.0
1999-08,Alberta,2016A000248,Ice cream mix,Kilolitres,195,units ,0,v382670,10.6,1901.0,,,,0,-115.0,54.0
1999-08,Alberta,2016A000248,Cottage cheese,Tonnes,288,units ,0,v382751,10.13,,x,,,0,-115.0,54.0
1999-08,Alberta,2016A000248,Yogurt,Tonnes,288,units ,0,v382757,10.14,,x,,,0,-115.0,54.0
1999-08,British Columbia,2016A000259,Cheddar cheese,Tonnes,288,units ,0,v382656,11.1,,x,,,0,-127.0,54.0
1999-08,British Columbia,2016A000259,"Ice cream, total",Kilolitres,195,units ,0,v382723,11.3,578.0,,,,0,-127.0,54.0
1999-08,British Columbia,2016A000259,Hard ice cream,Kilolitres,195,units ,0,v382724,11.4,,x,,,0,-127.0,54.0
1999-08,British Columbia,2016A000259,Soft ice cream,Kilolitres,195,units ,0,v382725,11.5,,x,,,0,-127.0,54.0
1999-08,British Columbia,2016A000259,Ice cream mix,Kilolitres,195,units ,0,v382671,11.6,307.0,,,,0,-127.0,54.0
1999-08,British Columbia,2016A000259,Cottage cheese,Tonnes,288,units ,0,v382752,11.13,,x,,,0,-127.0,54.0
1999-08,British Columbia,2016A000259,Yogurt,Tonnes,288,units ,0,v382758,11.14,,x,,,0,-127.0,54.0
1999-09,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,9821.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Speciality cheese,Tonnes,288,units ,0,v382657,1.2,17476.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,"Ice cream, total",Kilolitres,195,units ,0,v382696,1.3,24542.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Hard ice cream,Kilolitres,195,units ,0,v382697,1.4,23723.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Soft ice cream,Kilolitres,195,units ,0,v382698,1.5,818.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,11799.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Milkshake mix,Kilolitres,195,units ,0,v382726,1.7,1689.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Sherbert,Kilolitres,195,units ,0,v382727,1.8,611.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Water ices,Kilolitres,195,units ,0,v382728,1.9,1248.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Ice milk mix,Kilolitres,195,units ,0,v382729,1.1,2127.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Hard frozen yogurt mix,Kilolitres,195,units ,0,v382730,1.11,520.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Soft frozen yogurt mix,Kilolitres,195,units ,0,v382731,1.12,103.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Cottage cheese,Tonnes,288,units ,0,v382746,1.13,1767.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Yogurt,Tonnes,288,units ,0,v382753,1.14,12073.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Pizza cheese,Tonnes,288,units ,0,v382879,1.15,680.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Mozzarella cheese,Tonnes,288,units ,0,v382880,1.16,9387.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Colby cheese,Tonnes,288,units ,0,v382881,1.17,79.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Brick cheese,Tonnes,288,units ,0,v382882,1.18,516.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Havarti cheese,Tonnes,288,units ,0,v382883,1.19,310.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Provolone cheese,Tonnes,288,units ,0,v382884,1.2,161.0,,,,0,1.0,1.0
1999-09,Canada,2016A000011124,Emmental and swiss cheese,Tonnes,288,units ,0,v382885,1.21,394.0,,,,0,1.0,1.0
1999-09,Maritime provinces,,Cheddar cheese,Tonnes,288,units ,0,v382650,2.1,,x,,,0,1.0,1.0
1999-09,Nova Scotia,2016A000212,"Ice cream, total",Kilolitres,195,units ,0,v382702,4.3,,x,,,0,-63.0,45.0
1999-09,Nova Scotia,2016A000212,Hard ice cream,Kilolitres,195,units ,0,v382703,4.4,,x,,,0,-63.0,45.0
1999-09,Nova Scotia,2016A000212,Soft ice cream,Kilolitres,195,units ,0,v382704,4.5,,x,,,0,-63.0,45.0
1999-09,Nova Scotia,2016A000212,Ice cream mix,Kilolitres,195,units ,0,v382664,4.6,,x,,,0,-63.0,45.0
1999-09,Quebec,2016A000224,Cheddar cheese,Tonnes,288,units ,0,v382651,6.1,4905.0,,,,0,-68.0,54.0
1999-09,Quebec,2016A000224,Speciality cheese,Tonnes,288,units ,0,v382658,6.2,10284.0,,,,0,-68.0,54.0
1999-09,Quebec,2016A000224,"Ice cream, total",Kilolitres,195,units ,0,v382708,6.3,2774.0,,,,0,-68.0,54.0
1999-09,Quebec,2016A000224,Hard ice cream,Kilolitres,195,units ,0,v382709,6.4,2475.0,,,,0,-68.0,54.0
1999-09,Quebec,2016A000224,Soft ice cream,Kilolitres,195,units ,0,v382710,6.5,299.0,,,,0,-68.0,54.0
1999-09,Quebec,2016A000224,Ice cream mix,Kilolitres,195,units ,0,v382666,6.6,1400.0,,,,0,-68.0,54.0
1999-09,Quebec,2016A000224,Cottage cheese,Tonnes,288,units ,0,v382748,6.13,,x,,,0,-68.0,54.0
1999-09,Quebec,2016A000224,Yogurt,Tonnes,288,units ,0,v382755,6.14,5634.0,,,,0,-68.0,54.0
1999-09,Ontario,2016A000235,Cheddar cheese,Tonnes,288,units ,0,v382652,7.1,2884.0,,,,0,-85.0,49.0
1999-09,Ontario,2016A000235,Speciality cheese,Tonnes,288,units ,0,v382659,7.2,4924.0,,,,0,-85.0,49.0
1999-09,Ontario,2016A000235,"Ice cream, total",Kilolitres,195,units ,0,v382711,7.3,12349.0,,,,0,-85.0,49.0
1999-09,Ontario,2016A000235,Hard ice cream,Kilolitres,195,units ,0,v382712,7.4,12246.0,,,,0,-85.0,49.0
1999-09,Ontario,2016A000235,Soft ice cream,Kilolitres,195,units ,0,v382713,7.5,104.0,,,,0,-85.0,49.0
1999-09,Ontario,2016A000235,Ice cream mix,Kilolitres,195,units ,0,v382667,7.6,6081.0,,,,0,-85.0,49.0
1999-09,Ontario,2016A000235,Cottage cheese,Tonnes,288,units ,0,v382749,7.13,973.0,,,,0,-85.0,49.0
1999-09,Ontario,2016A000235,Yogurt,Tonnes,288,units ,0,v382756,7.14,4549.0,,,,0,-85.0,49.0
1999-09,Manitoba,2016A000246,Cheddar cheese,Tonnes,288,units ,0,v382653,8.1,598.0,,,,0,-95.0,54.0
1999-09,Manitoba,2016A000246,"Ice cream, total",Kilolitres,195,units ,0,v382714,8.3,,x,,,0,-95.0,54.0
1999-09,Manitoba,2016A000246,Hard ice cream,Kilolitres,195,units ,0,v382715,8.4,,x,,,0,-95.0,54.0
1999-09,Manitoba,2016A000246,Soft ice cream,Kilolitres,195,units ,0,v382716,8.5,,x,,,0,-95.0,54.0
1999-09,Manitoba,2016A000246,Ice cream mix,Kilolitres,195,units ,0,v382668,8.6,,x,,,0,-95.0,54.0
1999-09,Manitoba,2016A000246,Cottage cheese,Tonnes,288,units ,0,v382750,8.13,,x,,,0,-95.0,54.0
1999-09,Saskatchewan,2016A000247,Cheddar cheese,Tonnes,288,units ,0,v382654,9.1,0.0,,,,0,-106.0,54.0
1999-09,Saskatchewan,2016A000247,"Ice cream, total",Kilolitres,195,units ,0,v382717,9.3,,x,,,0,-106.0,54.0
1999-09,Saskatchewan,2016A000247,Hard ice cream,Kilolitres,195,units ,0,v382718,9.4,,x,,,0,-106.0,54.0
1999-09,Saskatchewan,2016A000247,Soft ice cream,Kilolitres,195,units ,0,v382719,9.5,,x,,,0,-106.0,54.0
1999-09,Saskatchewan,2016A000247,Ice cream mix,Kilolitres,195,units ,0,v382669,9.6,,x,,,0,-106.0,54.0
1999-09,Alberta,2016A000248,Cheddar cheese,Tonnes,288,units ,0,v382655,10.1,,x,,,0,-115.0,54.0
1999-09,Alberta,2016A000248,Speciality cheese,Tonnes,288,units ,0,v382660,10.2,594.0,,,,0,-115.0,54.0
1999-09,Alberta,2016A000248,"Ice cream, total",Kilolitres,195,units ,0,v382720,10.3,5075.0,,,,0,-115.0,54.0
1999-09,Alberta,2016A000248,Hard ice cream,Kilolitres,195,units ,0,v382721,10.4,,x,,,0,-115.0,54.0
1999-09,Alberta,2016A000248,Soft ice cream,Kilolitres,195,units ,0,v382722,10.5,,x,,,0,-115.0,54.0
1999-09,Alberta,2016A000248,Ice cream mix,Kilolitres,195,units ,0,v382670,10.6,1796.0,,,,0,-115.0,54.0
1999-09,Alberta,2016A000248,Cottage cheese,Tonnes,288,units ,0,v382751,10.13,,x,,,0,-115.0,54.0
1999-09,Alberta,2016A000248,Yogurt,Tonnes,288,units ,0,v382757,10.14,,x,,,0,-115.0,54.0
1999-09,British Columbia,2016A000259,Cheddar cheese,Tonnes,288,units ,0,v382656,11.1,,x,,,0,-127.0,54.0
1999-09,British Columbia,2016A000259,"Ice cream, total",Kilolitres,195,units ,0,v382723,11.3,423.0,,,,0,-127.0,54.0
1999-09,British Columbia,2016A000259,Hard ice cream,Kilolitres,195,units ,0,v382724,11.4,,x,,,0,-127.0,54.0
1999-09,British Columbia,2016A000259,Soft ice cream,Kilolitres,195,units ,0,v382725,11.5,,x,,,0,-127.0,54.0
1999-09,British Columbia,2016A000259,Ice cream mix,Kilolitres,195,units ,0,v382671,11.6,217.0,,,,0,-127.0,54.0
1999-09,British Columbia,2016A000259,Cottage cheese,Tonnes,288,units ,0,v382752,11.13,,x,,,0,-127.0,54.0
1999-09,British Columbia,2016A000259,Yogurt,Tonnes,288,units ,0,v382758,11.14,,x,,,0,-127.0,54.0
1999-10,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,10728.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Speciality cheese,Tonnes,288,units ,0,v382657,1.2,17446.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,"Ice cream, total",Kilolitres,195,units ,0,v382696,1.3,20497.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Hard ice cream,Kilolitres,195,units ,0,v382697,1.4,20041.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Soft ice cream,Kilolitres,195,units ,0,v382698,1.5,456.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,10069.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Milkshake mix,Kilolitres,195,units ,0,v382726,1.7,1355.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Sherbert,Kilolitres,195,units ,0,v382727,1.8,289.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Water ices,Kilolitres,195,units ,0,v382728,1.9,724.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Ice milk mix,Kilolitres,195,units ,0,v382729,1.1,1979.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Hard frozen yogurt mix,Kilolitres,195,units ,0,v382730,1.11,299.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Soft frozen yogurt mix,Kilolitres,195,units ,0,v382731,1.12,88.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Cottage cheese,Tonnes,288,units ,0,v382746,1.13,1905.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Yogurt,Tonnes,288,units ,0,v382753,1.14,10756.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Pizza cheese,Tonnes,288,units ,0,v382879,1.15,771.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Mozzarella cheese,Tonnes,288,units ,0,v382880,1.16,9031.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Colby cheese,Tonnes,288,units ,0,v382881,1.17,102.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Brick cheese,Tonnes,288,units ,0,v382882,1.18,519.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Havarti cheese,Tonnes,288,units ,0,v382883,1.19,437.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Provolone cheese,Tonnes,288,units ,0,v382884,1.2,142.0,,,,0,1.0,1.0
1999-10,Canada,2016A000011124,Emmental and swiss cheese,Tonnes,288,units ,0,v382885,1.21,357.0,,,,0,1.0,1.0
1999-10,Maritime provinces,,Cheddar cheese,Tonnes,288,units ,0,v382650,2.1,,x,,,0,1.0,1.0
1999-10,Nova Scotia,2016A000212,"Ice cream, total",Kilolitres,195,units ,0,v382702,4.3,,x,,,0,-63.0,45.0
1999-10,Nova Scotia,2016A000212,Hard ice cream,Kilolitres,195,units ,0,v382703,4.4,,x,,,0,-63.0,45.0
1999-10,Nova Scotia,2016A000212,Soft ice cream,Kilolitres,195,units ,0,v382704,4.5,,x,,,0,-63.0,45.0
1999-10,Nova Scotia,2016A000212,Ice cream mix,Kilolitres,195,units ,0,v382664,4.6,,x,,,0,-63.0,45.0
1999-10,Quebec,2016A000224,Cheddar cheese,Tonnes,288,units ,0,v382651,6.1,5889.0,,,,0,-68.0,54.0
1999-10,Quebec,2016A000224,Speciality cheese,Tonnes,288,units ,0,v382658,6.2,10134.0,,,,0,-68.0,54.0
1999-10,Quebec,2016A000224,"Ice cream, total",Kilolitres,195,units ,0,v382708,6.3,329.0,,,,0,-68.0,54.0
1999-10,Quebec,2016A000224,Hard ice cream,Kilolitres,195,units ,0,v382709,6.4,200.0,,,,0,-68.0,54.0
1999-10,Quebec,2016A000224,Soft ice cream,Kilolitres,195,units ,0,v382710,6.5,129.0,,,,0,-68.0,54.0
1999-10,Quebec,2016A000224,Ice cream mix,Kilolitres,195,units ,0,v382666,6.6,168.0,,,,0,-68.0,54.0
1999-10,Quebec,2016A000224,Cottage cheese,Tonnes,288,units ,0,v382748,6.13,,x,,,0,-68.0,54.0
1999-10,Quebec,2016A000224,Yogurt,Tonnes,288,units ,0,v382755,6.14,5449.0,,,,0,-68.0,54.0
1999-10,Ontario,2016A000235,Cheddar cheese,Tonnes,288,units ,0,v382652,7.1,3121.0,,,,0,-85.0,49.0
1999-10,Ontario,2016A000235,Speciality cheese,Tonnes,288,units ,0,v382659,7.2,5554.0,,,,0,-85.0,49.0
1999-10,Ontario,2016A000235,"Ice cream, total",Kilolitres,195,units ,0,v382711,7.3,12893.0,,,,0,-85.0,49.0
1999-10,Ontario,2016A000235,Hard ice cream,Kilolitres,195,units ,0,v382712,7.4,12838.0,,,,0,-85.0,49.0
1999-10,Ontario,2016A000235,Soft ice cream,Kilolitres,195,units ,0,v382713,7.5,55.0,,,,0,-85.0,49.0
1999-10,Ontario,2016A000235,Ice cream mix,Kilolitres,195,units ,0,v382667,7.6,6339.0,,,,0,-85.0,49.0
1999-10,Ontario,2016A000235,Cottage cheese,Tonnes,288,units ,0,v382749,7.13,1132.0,,,,0,-85.0,49.0
1999-10,Ontario,2016A000235,Yogurt,Tonnes,288,units ,0,v382756,7.14,3769.0,,,,0,-85.0,49.0
1999-10,Manitoba,2016A000246,Cheddar cheese,Tonnes,288,units ,0,v382653,8.1,588.0,,,,0,-95.0,54.0
1999-10,Manitoba,2016A000246,"Ice cream, total",Kilolitres,195,units ,0,v382714,8.3,,x,,,0,-95.0,54.0
1999-10,Manitoba,2016A000246,Hard ice cream,Kilolitres,195,units ,0,v382715,8.4,,x,,,0,-95.0,54.0
1999-10,Manitoba,2016A000246,Soft ice cream,Kilolitres,195,units ,0,v382716,8.5,,x,,,0,-95.0,54.0
1999-10,Manitoba,2016A000246,Ice cream mix,Kilolitres,195,units ,0,v382668,8.6,,x,,,0,-95.0,54.0
1999-10,Manitoba,2016A000246,Cottage cheese,Tonnes,288,units ,0,v382750,8.13,,x,,,0,-95.0,54.0
1999-10,Saskatchewan,2016A000247,Cheddar cheese,Tonnes,288,units ,0,v382654,9.1,0.0,,,,0,-106.0,54.0
1999-10,Saskatchewan,2016A000247,"Ice cream, total",Kilolitres,195,units ,0,v382717,9.3,,x,,,0,-106.0,54.0
1999-10,Saskatchewan,2016A000247,Hard ice cream,Kilolitres,195,units ,0,v382718,9.4,,x,,,0,-106.0,54.0
1999-10,Saskatchewan,2016A000247,Soft ice cream,Kilolitres,195,units ,0,v382719,9.5,,x,,,0,-106.0,54.0
1999-10,Saskatchewan,2016A000247,Ice cream mix,Kilolitres,195,units ,0,v382669,9.6,,x,,,0,-106.0,54.0
1999-10,Alberta,2016A000248,Cheddar cheese,Tonnes,288,units ,0,v382655,10.1,,x,,,0,-115.0,54.0
1999-10,Alberta,2016A000248,Speciality cheese,Tonnes,288,units ,0,v382660,10.2,589.0,,,,0,-115.0,54.0
1999-10,Alberta,2016A000248,"Ice cream, total",Kilolitres,195,units ,0,v382720,10.3,3842.0,,,,0,-115.0,54.0
1999-10,Alberta,2016A000248,Hard ice cream,Kilolitres,195,units ,0,v382721,10.4,,x,,,0,-115.0,54.0
1999-10,Alberta,2016A000248,Soft ice cream,Kilolitres,195,units ,0,v382722,10.5,,x,,,0,-115.0,54.0
1999-10,Alberta,2016A000248,Ice cream mix,Kilolitres,195,units ,0,v382670,10.6,1431.0,,,,0,-115.0,54.0
1999-10,Alberta,2016A000248,Cottage cheese,Tonnes,288,units ,0,v382751,10.13,,x,,,0,-115.0,54.0
1999-10,Alberta,2016A000248,Yogurt,Tonnes,288,units ,0,v382757,10.14,,x,,,0,-115.0,54.0
1999-10,British Columbia,2016A000259,Cheddar cheese,Tonnes,288,units ,0,v382656,11.1,,x,,,0,-127.0,54.0
1999-10,British Columbia,2016A000259,"Ice cream, total",Kilolitres,195,units ,0,v382723,11.3,344.0,,,,0,-127.0,54.0
1999-10,British Columbia,2016A000259,Hard ice cream,Kilolitres,195,units ,0,v382724,11.4,,x,,,0,-127.0,54.0
1999-10,British Columbia,2016A000259,Soft ice cream,Kilolitres,195,units ,0,v382725,11.5,,x,,,0,-127.0,54.0
1999-10,British Columbia,2016A000259,Ice cream mix,Kilolitres,195,units ,0,v382671,11.6,175.0,,,,0,-127.0,54.0
1999-10,British Columbia,2016A000259,Cottage cheese,Tonnes,288,units ,0,v382752,11.13,,x,,,0,-127.0,54.0
1999-10,British Columbia,2016A000259,Yogurt,Tonnes,288,units ,0,v382758,11.14,,x,,,0,-127.0,54.0
1999-11,Canada,2016A000011124,Cheddar cheese,Tonnes,288,units ,0,v382649,1.1,10523.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Speciality cheese,Tonnes,288,units ,0,v382657,1.2,18041.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,"Ice cream, total",Kilolitres,195,units ,0,v382696,1.3,21976.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Hard ice cream,Kilolitres,195,units ,0,v382697,1.4,21638.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Soft ice cream,Kilolitres,195,units ,0,v382698,1.5,338.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Ice cream mix,Kilolitres,195,units ,0,v382661,1.6,10354.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Milkshake mix,Kilolitres,195,units ,0,v382726,1.7,1416.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Sherbert,Kilolitres,195,units ,0,v382727,1.8,288.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Water ices,Kilolitres,195,units ,0,v382728,1.9,1056.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Ice milk mix,Kilolitres,195,units ,0,v382729,1.1,1945.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Hard frozen yogurt mix,Kilolitres,195,units ,0,v382730,1.11,297.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Soft frozen yogurt mix,Kilolitres,195,units ,0,v382731,1.12,41.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Cottage cheese,Tonnes,288,units ,0,v382746,1.13,1705.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Yogurt,Tonnes,288,units ,0,v382753,1.14,10345.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Pizza cheese,Tonnes,288,units ,0,v382879,1.15,806.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Mozzarella cheese,Tonnes,288,units ,0,v382880,1.16,9264.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Colby cheese,Tonnes,288,units ,0,v382881,1.17,78.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Brick cheese,Tonnes,288,units ,0,v382882,1.18,515.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Havarti cheese,Tonnes,288,units ,0,v382883,1.19,464.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Provolone cheese,Tonnes,288,units ,0,v382884,1.2,145.0,,,,0,1.0,1.0
1999-11,Canada,2016A000011124,Emmental and swiss cheese,Tonnes,288,units ,0,v382885,1.21,391.0,,,,0,1.0,1.0
1999-11,Maritime provinces,,Cheddar cheese,Tonnes,288,units ,0,v382650,2.1,,x,,,0,1.0,1.0
1999-11,Nova Scotia,2016A000212,"Ice cream, total",Kilolitres,195,units ,0,v382702,4.3,,x,,,0,-63.0,45.0
1999-11,Nova Scotia,2016A000212,Hard ice cream,Kilolitres,195,units ,0,v382703,4.4,,x,,,0,-63.0,45.0
1999-11,Nova Scotia,2016A000212,Soft ice cream,Kilolitres,195,units ,0,v382704,4.5,,x,,,0,-63.0,45.0
1999-11,Nova Scotia,2016A000212,Ice cream mix,Kilolitres,195,units ,0,v382664,4.6,,x,,,0,-63.0,45.0
1999-11,Quebec,2016A000224,Cheddar cheese,Tonnes,288,units ,0,v382651,6.1,5434.0,,,,0,-68.0,54.0
1999-11,Quebec,2016A000224,Speciality cheese,Tonnes,288,units ,0,v382658,6.2,10068.0,,,,0,-68.0,54.0
1999-11,Quebec,2016A000224,"Ice cream, total",Kilolitres,195,units ,0,v382708,6.3,305.0,,,,0,-68.0,54.0
1999-11,Quebec,2016A000224,Hard ice cream,Kilolitres,195,units ,0,v382709,6.4,204.0,,,,0,-68.0,54.0
1999-11,Quebec,2016A000224,Soft ice cream,Kilolitres,195,units ,0,v382710,6.5,101.0,,,,0,-68.0,54.0
1999-11,Quebec,2016A000224,Ice cream mix,Kilolitres,195,units ,0,v382666,6.6,160.0,,,,0,-68.0,54.0
1999-11,Quebec,2016A000224,Cottage cheese,Tonnes,288,units ,0,v382748,6.13,,x,,,0,-68.0,54.0
1999-11,Quebec,2016A000224,Yogurt,Tonnes,288,units ,0,v382755,6.14,4643.0,,,,0,-68.0,54.0
1999-11,Ontario,2016A000235,Cheddar cheese,Tonnes,288,units ,0,v382652,7.1,3041.0,,,,0,-85.0,49.0
1999-11,Ontario,2016A000235,Speciality cheese,Tonnes,288,units ,0,v382659,7.2,6256.0,,,,0,-85.0,49.0
1999-11,Ontario,2016A000235,"Ice cream, total",Kilolitres,195,units ,0,v382711,7.3,13912.0,,,,0,-85.0,49.0
1999-11,Ontario,2016A000235,Hard ice cream,Kilolitres,195,units ,0,v382712,7.4,13869.0,,,,0,-85.0,49.0
1999-11,Ontario,2016A000235,Soft ice cream,Kilolitres,195,units ,0,v382713,7.5,43.0,,,,0,-85.0,49.0
1999-11,Ontario,2016A000235,Ice cream mix,Kilolitres,195,units ,0,v382667,7.6,6837.0,,,,0,-85.0,49.0
1999-11,Ontario,2016A000235,Cottage cheese,Tonnes,288,units ,0,v382749,7.13,971.0,,,,0,-85.0,49.0
1999-11,Ontario,2016A000235,Yogurt,Tonnes,288,units ,0,v382756,7.14,4014.0,,,,0,-85.0,49.0
1999-11,Manitoba,2016A000246,Cheddar cheese,Tonnes,288,units ,0,v382653,8.1,533.0,,,,0,-95.0,54.0
1999-11,Manitoba,2016A000246,"Ice cream, total",Kilolitres,195,units ,0,v382714,8.3,,x,,,0,-95.0,54.0
1999-11,Manitoba,2016A000246,Hard ice cream,Kilolitres,195,units ,0,v382715,8.4,,x,,,0,-95.0,54.0
1999-11,Manitoba,2016A000246,Soft ice cream,Kilolitres,195,units ,0,v382716,8.5,,x,,,0,-95.0,54.0
1999-11,Manitoba,2016A000246,Ice cream mix,Kilolitres,195,units ,0,v382668,8.6,,x,,,0,-95.0,54.0
1999-11,Manitoba,2016A000246,Cottage cheese,Tonnes,288,units ,0,v382750,8.13,,x,,,0,-95.0,54.0
1999-11,Saskatchewan,2016A000247,Cheddar cheese,Tonnes,288,units ,0,v382654,9.1,0.0,,,,0,-106.0,54.0
1999-11,Saskatchewan,2016A000247,"Ice cream, total",Kilolitres,195,units ,0,v382717,9.3,,x,,,0,-106.0,54.0
1999-11,Saskatchewan,2016A000247,Hard ice cream,Kilolitres,195,units ,0,v382718,9.4,,x,,,0,-106.0,54.0
1999-11,Saskatchewan,2016A000247,Soft ice cream,Kilolitres,195,units ,0,v382719,9.5,,x,,,0,-106.0,54.0
1999-11,Saskatchewan,2016A000247,Ice cream mix,Kilolitres,195,units ,0,v382669,9.6,,x,,,0,-106.0,54.0
1999-11,Alberta,2016A000248,Cheddar cheese,Tonnes,288,units ,0,v382655,10.1,,x,,,0,-115.0,54.0
1999-11,Alberta,2016A000248,Speciality cheese,Tonnes,288,units ,0,v382660,10.2,535.0,,,,0,-115.0,54.0
1999-11,Alberta,2016A000248,"Ice cream, total",Kilolitres,195,units ,0,v382720,10.3,4237.0,,,,0,-115.0,54.0
1999-11,Alberta,2016A000248,Hard ice cream,Kilolitres,195,units ,0,v382721,10.4,,x,,,0,-115.0,54.0
1999-11,Alberta,2016A000248,Soft ice cream,Kilolitres,195,units ,0,v382722,10.5,,x,,,0,-115.0,54.0
1999-11,Alberta,2016A000248,Ice cream mix,Kilolitres,195,units ,0,v382670,10.6,1246.0,,,,0,-115.0,54.0
1999-11,Alberta,2016A000248,Cottage cheese,Tonnes,288,units ,0,v382751,10.13,,x,,,0,-115.0,54.0
1999-11,Alberta,2016A000248,Yogurt,Tonnes,288,units ,0,v382757,10.14,,x,,,0,-115.0,54.0
